#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
KIT	PIK3CA	9606.ENSP00000288135	9606.ENSP00000263967	0	0	0	0	0.106	0.325	0.900	0.809	0.986
KIT	STAT3	9606.ENSP00000288135	9606.ENSP00000264657	0	0	0	0	0.055	0.079	0.900	0.602	0.960
KIT	PTPRC	9606.ENSP00000288135	9606.ENSP00000411355	0	0	0	0	0.235	0.051	0	0.881	0.906
KIT	PRKCA	9606.ENSP00000288135	9606.ENSP00000408695	0	0	0	0.553	0.056	0	0.900	0.147	0.912
KIT	PIK3CD	9606.ENSP00000288135	9606.ENSP00000366563	0	0	0	0	0.106	0.087	0.900	0.353	0.940
KIT	STAT5A	9606.ENSP00000288135	9606.ENSP00000341208	0	0	0	0	0.075	0.079	0.900	0.583	0.959
KIT	PIK3CB	9606.ENSP00000288135	9606.ENSP00000501150	0	0	0	0	0.108	0.087	0.900	0.580	0.961
KIT	STAT5B	9606.ENSP00000288135	9606.ENSP00000293328	0	0	0	0	0.101	0.320	0.900	0.583	0.971
KIT	NRAS	9606.ENSP00000288135	9606.ENSP00000358548	0	0	0	0	0.055	0.071	0.900	0.812	0.981
KIT	PTPN11	9606.ENSP00000288135	9606.ENSP00000489597	0	0	0	0	0.140	0.596	0.900	0.754	0.990
KIT	PIK3R1	9606.ENSP00000288135	9606.ENSP00000428056	0	0	0	0	0.056	0.870	0.900	0.668	0.995
KIT	KITLG	9606.ENSP00000288135	9606.ENSP00000495951	0	0	0	0	0.068	0.978	0.900	0.999	0.999
KITLG	PDGFRA	9606.ENSP00000495951	9606.ENSP00000257290	0	0	0	0	0.074	0.076	0.900	0.809	0.981
KITLG	PDGFRB	9606.ENSP00000495951	9606.ENSP00000261799	0	0	0	0	0.067	0.076	0.900	0.507	0.951
KITLG	MMP9	9606.ENSP00000495951	9606.ENSP00000361405	0	0	0	0	0	0	0.750	0.699	0.921
KITLG	TEK	9606.ENSP00000495951	9606.ENSP00000369375	0	0	0	0	0.067	0.076	0.650	0.772	0.922
KITLG	NTRK1	9606.ENSP00000495951	9606.ENSP00000431418	0	0	0	0	0	0	0.650	0.996	0.998
KLF4	POU5F1	9606.ENSP00000363804	9606.ENSP00000259915	0	0	0	0	0	0.089	0.800	0.974	0.994
KLF4	TP53	9606.ENSP00000363804	9606.ENSP00000269305	0	0	0	0	0.057	0.095	0	0.920	0.925
KLF4	MYC	9606.ENSP00000363804	9606.ENSP00000478887	0	0	0	0	0.099	0.045	0	0.942	0.945
KMT2A	MYB	9606.ENSP00000436786	9606.ENSP00000339992	0	0	0	0	0.049	0.856	0.500	0.427	0.955
KRAS	MAPK1	9606.ENSP00000256078	9606.ENSP00000215832	0	0	0	0	0.088	0.495	0.900	0.771	0.988
KRAS	PIK3R2	9606.ENSP00000256078	9606.ENSP00000222254	0	0	0	0	0.047	0.147	0.900	0.417	0.946
KRAS	SMAD4	9606.ENSP00000256078	9606.ENSP00000341551	0	0	0	0	0.118	0.051	0	0.908	0.917
KRAS	PRKCA	9606.ENSP00000256078	9606.ENSP00000408695	0	0	0	0	0.078	0	0.900	0.326	0.932
KRAS	MAPK9	9606.ENSP00000256078	9606.ENSP00000394560	0	0	0	0	0.103	0.145	0.900	0.262	0.935
KRAS	PTEN	9606.ENSP00000256078	9606.ENSP00000361021	0	0	0	0	0.078	0.099	0	0.930	0.936
KRAS	SYK	9606.ENSP00000256078	9606.ENSP00000364898	0	0	0	0	0.074	0.110	0.900	0.320	0.936
KRAS	NRAS	9606.ENSP00000256078	9606.ENSP00000358548	0	0	0.050	0.981	0.095	0.422	0.900	0.059	0.944
KRAS	MAPK8	9606.ENSP00000256078	9606.ENSP00000378974	0	0	0	0	0.147	0.145	0.900	0.380	0.948
KRAS	TP53	9606.ENSP00000256078	9606.ENSP00000269305	0	0	0	0	0.074	0	0	0.947	0.949
KRAS	PTPN11	9606.ENSP00000256078	9606.ENSP00000489597	0	0	0	0	0.074	0.153	0.500	0.895	0.953
KRAS	MAP3K1	9606.ENSP00000256078	9606.ENSP00000382423	0	0	0	0	0.076	0.183	0.900	0.461	0.953
KRAS	PDGFRB	9606.ENSP00000256078	9606.ENSP00000261799	0	0	0	0	0	0.091	0.900	0.592	0.959
KRAS	PIK3R1	9606.ENSP00000256078	9606.ENSP00000428056	0	0	0	0	0.072	0.102	0.900	0.618	0.963
KRAS	MAP2K2	9606.ENSP00000256078	9606.ENSP00000262948	0	0	0	0	0.047	0.163	0.900	0.624	0.966
KRAS	PIK3CG	9606.ENSP00000256078	9606.ENSP00000419260	0	0	0	0	0.052	0.356	0.900	0.540	0.968
KRAS	PIK3CB	9606.ENSP00000256078	9606.ENSP00000501150	0	0	0	0	0.070	0.216	0.900	0.679	0.973
KRAS	PIK3CD	9606.ENSP00000256078	9606.ENSP00000366563	0	0	0	0	0.056	0.352	0.900	0.637	0.974
KRAS	PDGFRA	9606.ENSP00000256078	9606.ENSP00000257290	0	0	0	0	0.055	0.092	0.900	0.782	0.978
KRAS	MET	9606.ENSP00000256078	9606.ENSP00000317272	0	0	0	0	0.074	0.337	0.900	0.703	0.979
KRAS	MAPK3	9606.ENSP00000256078	9606.ENSP00000263025	0	0	0	0	0.056	0.098	0.900	0.816	0.982
KRAS	SRC	9606.ENSP00000256078	9606.ENSP00000362680	0	0	0	0	0.082	0.297	0.900	0.866	0.990
KRAS	MAP2K1	9606.ENSP00000256078	9606.ENSP00000302486	0	0	0	0	0.049	0.615	0.900	0.883	0.995
KRAS	NF1	9606.ENSP00000256078	9606.ENSP00000351015	0	0	0	0	0.064	0.543	0.900	0.925	0.996
KRAS	PIK3CA	9606.ENSP00000256078	9606.ENSP00000263967	0	0	0	0	0.143	0.627	0.900	0.951	0.998
KRAS	SOS1	9606.ENSP00000256078	9606.ENSP00000384675	0	0	0	0	0.113	0.950	0.900	0.966	0.999
KRAS	RAF1	9606.ENSP00000256078	9606.ENSP00000401888	0	0	0	0	0.081	0.947	0.900	0.976	0.999
LDHA	PKM	9606.ENSP00000445175	9606.ENSP00000320171	0.057	0	0	0	0.436	0.473	0.921	0.890	0.997
LEF1	SMAD2	9606.ENSP00000265165	9606.ENSP00000262160	0	0	0	0	0.101	0.540	0	0.951	0.978
LEF1	RUNX1	9606.ENSP00000265165	9606.ENSP00000300305	0	0	0	0	0.101	0	0.500	0.924	0.963
LEF1	SMAD3	9606.ENSP00000265165	9606.ENSP00000332973	0	0	0	0	0.111	0.540	0	0.950	0.978
LEF1	SMAD4	9606.ENSP00000265165	9606.ENSP00000341551	0	0	0	0	0.047	0.335	0.900	0.988	0.999
LEPR	STAT3	9606.ENSP00000330393	9606.ENSP00000264657	0	0	0	0	0	0.068	0.500	0.845	0.921
LEPR	PTPN11	9606.ENSP00000330393	9606.ENSP00000489597	0	0	0	0	0	0.605	0.500	0.584	0.910
LIG4	MSH2	9606.ENSP00000484288	9606.ENSP00000233146	0	0	0	0	0.145	0.061	0.900	0.606	0.964
LIG4	MSH6	9606.ENSP00000484288	9606.ENSP00000234420	0	0	0	0	0.127	0.061	0.900	0.624	0.965
LIG4	PRKDC	9606.ENSP00000484288	9606.ENSP00000313420	0	0	0	0	0.058	0.897	0.900	0.989	0.999
LIMK1	PAK1	9606.ENSP00000336740	9606.ENSP00000278568	0	0	0	0.605	0.049	0.314	0.900	0.555	0.967
LIMK1	RHOA	9606.ENSP00000336740	9606.ENSP00000400175	0	0	0	0	0.074	0.110	0.500	0.828	0.919
LIMK1	ROCK1	9606.ENSP00000336740	9606.ENSP00000382697	0	0	0	0.564	0.047	0.131	0.900	0.369	0.940
MAP2K1	MAPK12	9606.ENSP00000302486	9606.ENSP00000215659	0	0	0.114	0.604	0.073	0.322	0.900	0.301	0.954
MAP2K1	MAPK1	9606.ENSP00000302486	9606.ENSP00000215832	0	0	0	0.595	0.152	0.929	0.900	0.950	0.999
MAP2K1	MAPK14	9606.ENSP00000302486	9606.ENSP00000229795	0	0	0	0.629	0.094	0.322	0.900	0.579	0.970
MAP2K1	MAP2K2	9606.ENSP00000302486	9606.ENSP00000262948	0	0	0.051	0.979	0.049	0.836	0.900	0.783	0.996
MAP2K1	MAPK3	9606.ENSP00000302486	9606.ENSP00000263025	0	0	0	0.590	0.122	0.884	0.900	0.974	0.999
MAP2K1	PAK1	9606.ENSP00000302486	9606.ENSP00000278568	0	0	0.118	0.649	0.059	0.095	0.900	0.210	0.929
MAP2K1	PRKCD	9606.ENSP00000302486	9606.ENSP00000331602	0	0	0	0.625	0.081	0.129	0.900	0.183	0.925
MAP2K1	PTPN11	9606.ENSP00000302486	9606.ENSP00000489597	0	0	0	0	0.074	0.321	0.400	0.832	0.928
MAP2K1	PRKACA	9606.ENSP00000302486	9606.ENSP00000309591	0	0	0.096	0.655	0.060	0.091	0.900	0.232	0.929
MAP2K1	MAPK9	9606.ENSP00000302486	9606.ENSP00000394560	0	0	0	0.587	0.087	0	0.900	0.309	0.931
MAP2K1	MAPK8	9606.ENSP00000302486	9606.ENSP00000378974	0	0	0	0.591	0.067	0	0.900	0.353	0.934
MAP2K1	NRAS	9606.ENSP00000302486	9606.ENSP00000358548	0	0	0	0	0.060	0.163	0.900	0.813	0.983
MAP2K1	MAP3K1	9606.ENSP00000302486	9606.ENSP00000382423	0	0	0	0.641	0.086	0.754	0.900	0.598	0.989
MAP2K1	RAF1	9606.ENSP00000302486	9606.ENSP00000401888	0	0	0	0.577	0.131	0.974	0.900	0.970	0.999
MAP2K2	MAPK12	9606.ENSP00000262948	9606.ENSP00000215659	0	0	0.122	0.610	0.097	0.322	0.900	0.209	0.949
MAP2K2	MAPK1	9606.ENSP00000262948	9606.ENSP00000215832	0	0	0	0.600	0.111	0.983	0.900	0.855	0.999
MAP2K2	MAPK14	9606.ENSP00000262948	9606.ENSP00000229795	0	0	0	0.639	0.091	0.322	0.900	0.298	0.951
MAP2K2	PRKACA	9606.ENSP00000262948	9606.ENSP00000309591	0	0	0	0.646	0.072	0.091	0.900	0.118	0.915
MAP2K2	PAK1	9606.ENSP00000262948	9606.ENSP00000278568	0	0	0.120	0.651	0.042	0.095	0.900	0.128	0.921
MAP2K2	MAPK8	9606.ENSP00000262948	9606.ENSP00000378974	0	0	0	0.593	0.054	0	0.900	0.262	0.924
MAP2K2	MAPK9	9606.ENSP00000262948	9606.ENSP00000394560	0	0	0	0.591	0.049	0	0.900	0.266	0.924
MAP2K2	PRKCD	9606.ENSP00000262948	9606.ENSP00000331602	0	0	0.105	0.615	0.056	0.129	0.900	0.130	0.924
MAP2K2	NRAS	9606.ENSP00000262948	9606.ENSP00000358548	0	0	0	0	0.050	0.163	0.900	0.654	0.968
MAP2K2	MAP3K1	9606.ENSP00000262948	9606.ENSP00000382423	0	0	0	0.640	0.076	0.371	0.900	0.569	0.971
MAP2K2	MAPK3	9606.ENSP00000262948	9606.ENSP00000263025	0	0	0	0.597	0.226	0.732	0.900	0.600	0.990
MAP2K2	RAF1	9606.ENSP00000262948	9606.ENSP00000401888	0	0	0	0.575	0.126	0.925	0.900	0.495	0.996
MAP2K4	MAPK12	9606.ENSP00000410402	9606.ENSP00000215659	0	0	0.142	0.607	0.068	0	0.900	0.223	0.929
MAP2K4	MAPK14	9606.ENSP00000410402	9606.ENSP00000229795	0	0	0.129	0.605	0.155	0.510	0.900	0.704	0.987
MAP2K4	MAPK8	9606.ENSP00000410402	9606.ENSP00000378974	0	0	0.111	0.583	0.151	0.995	0.900	0.892	0.999
MAP2K4	MAP3K1	9606.ENSP00000410402	9606.ENSP00000382423	0	0	0	0.613	0.104	0.857	0.900	0.673	0.995
MAP2K4	MAPK9	9606.ENSP00000410402	9606.ENSP00000394560	0	0	0.108	0.583	0.243	0.995	0.900	0.359	0.999
MAP2K4	PRKCA	9606.ENSP00000410402	9606.ENSP00000408695	0	0	0	0.579	0.049	0	0.900	0.121	0.909
MAP3K1	RRAS2	9606.ENSP00000382423	9606.ENSP00000256196	0	0	0	0	0.058	0.183	0.900	0.289	0.938
MAP3K1	NRAS	9606.ENSP00000382423	9606.ENSP00000358548	0	0	0	0	0.065	0.183	0.900	0.417	0.949
MAP3K1	MAPK8	9606.ENSP00000382423	9606.ENSP00000378974	0	0	0	0.580	0.049	0.836	0.900	0.628	0.993
MAP3K1	MAPK9	9606.ENSP00000382423	9606.ENSP00000394560	0	0	0	0.580	0	0.492	0.900	0.211	0.956
MAPK1	MAPK12	9606.ENSP00000215832	9606.ENSP00000215659	0	0	0.072	0.907	0	0.240	0.900	0.088	0.927
MAPK1	ROCK1	9606.ENSP00000215832	9606.ENSP00000382697	0	0	0	0.586	0.073	0.110	0.900	0.176	0.922
MAPK1	TSC1	9606.ENSP00000215832	9606.ENSP00000298552	0	0	0	0	0.068	0.113	0.900	0.219	0.926
MAPK1	RPS6KB1	9606.ENSP00000215832	9606.ENSP00000225577	0	0	0	0.645	0.049	0.097	0.900	0.252	0.927
MAPK1	PRKACA	9606.ENSP00000215832	9606.ENSP00000309591	0	0	0	0.610	0.083	0.098	0.900	0.249	0.929
MAPK1	PRKCD	9606.ENSP00000215832	9606.ENSP00000331602	0	0	0	0.590	0.070	0.151	0.900	0.218	0.929
MAPK1	PRKCA	9606.ENSP00000215832	9606.ENSP00000408695	0	0	0	0.594	0.127	0.102	0.900	0.233	0.931
MAPK1	SRC	9606.ENSP00000215832	9606.ENSP00000362680	0	0	0	0.623	0.065	0.342	0.500	0.805	0.932
MAPK1	STAT1	9606.ENSP00000215832	9606.ENSP00000354394	0	0	0	0	0.090	0.091	0.900	0.471	0.950
MAPK1	TSC2	9606.ENSP00000215832	9606.ENSP00000219476	0	0	0	0	0.060	0.292	0.900	0.377	0.952
MAPK1	PTPN11	9606.ENSP00000215832	9606.ENSP00000489597	0	0	0	0	0.079	0.145	0.900	0.500	0.955
MAPK1	NRAS	9606.ENSP00000215832	9606.ENSP00000358548	0	0	0	0	0.109	0.098	0.900	0.551	0.959
MAPK1	SMAD3	9606.ENSP00000215832	9606.ENSP00000332973	0	0	0	0	0.104	0.364	0.900	0.416	0.962
MAPK1	SMAD2	9606.ENSP00000215832	9606.ENSP00000262160	0	0	0	0	0.128	0	0.900	0.658	0.967
MAPK1	SP1	9606.ENSP00000215832	9606.ENSP00000329357	0	0	0	0	0.179	0.539	0.900	0.286	0.969
MAPK1	RAF1	9606.ENSP00000215832	9606.ENSP00000401888	0	0	0	0.588	0.115	0.800	0.700	0.593	0.975
MAPK1	MYC	9606.ENSP00000215832	9606.ENSP00000478887	0	0	0	0	0	0.643	0.900	0.582	0.983
MAPK1	MAPK3	9606.ENSP00000215832	9606.ENSP00000263025	0	0	0.049	0.983	0.118	0.874	0.900	0.581	0.994
MAPK1	MAPK14	9606.ENSP00000215832	9606.ENSP00000229795	0	0	0.067	0.924	0.342	0.816	0.900	0.677	0.995
MAPK1	STAT3	9606.ENSP00000215832	9606.ENSP00000264657	0	0	0	0	0.060	0.926	0	0.950	0.996
MAPK1	TP53	9606.ENSP00000215832	9606.ENSP00000269305	0	0	0	0	0.045	0.806	0.900	0.912	0.998
MAPK12	MAPK9	9606.ENSP00000215659	9606.ENSP00000394560	0	0	0.065	0.922	0.070	0	0.900	0.083	0.909
MAPK12	PGR	9606.ENSP00000215659	9606.ENSP00000325120	0	0	0	0	0.055	0	0.900	0.129	0.910
MAPK12	MAPK8	9606.ENSP00000215659	9606.ENSP00000378974	0	0	0.066	0.920	0.067	0	0.900	0.100	0.911
MAPK12	MAPK3	9606.ENSP00000215659	9606.ENSP00000263025	0	0	0.077	0.902	0.060	0.045	0.900	0.098	0.911
MAPK12	NCOA3	9606.ENSP00000215659	9606.ENSP00000361066	0	0	0	0	0	0	0.900	0.170	0.913
MAPK12	PTK2	9606.ENSP00000215659	9606.ENSP00000341189	0	0	0	0.580	0.067	0.054	0.900	0.131	0.913
MAPK12	SP1	9606.ENSP00000215659	9606.ENSP00000329357	0	0	0	0	0	0.099	0.900	0.147	0.916
MAPK12	TP53	9606.ENSP00000215659	9606.ENSP00000269305	0	0	0	0	0.052	0.046	0.900	0.473	0.946
MAPK14	PGR	9606.ENSP00000229795	9606.ENSP00000325120	0	0	0	0	0.055	0	0.900	0.221	0.920
MAPK14	PTK2	9606.ENSP00000229795	9606.ENSP00000341189	0	0	0	0.590	0.086	0.054	0.900	0.406	0.941
MAPK14	MAPK9	9606.ENSP00000229795	9606.ENSP00000394560	0	0	0.062	0.926	0.081	0	0.900	0.416	0.942
MAPK14	SP1	9606.ENSP00000229795	9606.ENSP00000329357	0	0	0	0	0.143	0.334	0.900	0.207	0.948
MAPK14	NCOA3	9606.ENSP00000229795	9606.ENSP00000361066	0	0	0	0	0.049	0.510	0.900	0.151	0.955
MAPK14	MAPK8	9606.ENSP00000229795	9606.ENSP00000378974	0	0	0.061	0.922	0.110	0.292	0.900	0.366	0.955
MAPK14	MAPK3	9606.ENSP00000229795	9606.ENSP00000263025	0	0	0.068	0.922	0.131	0.780	0.900	0.484	0.989
MAPK14	TP53	9606.ENSP00000229795	9606.ENSP00000269305	0	0	0	0	0.046	0.818	0.900	0.744	0.994
MAPK3	TSC2	9606.ENSP00000263025	9606.ENSP00000219476	0	0	0	0	0.146	0	0.900	0.576	0.960
MAPK3	RPS6KB1	9606.ENSP00000263025	9606.ENSP00000225577	0	0	0	0.623	0.044	0.097	0.900	0.338	0.935
MAPK3	SMAD2	9606.ENSP00000263025	9606.ENSP00000262160	0	0	0	0	0.083	0	0.900	0.798	0.979
MAPK3	TNF	9606.ENSP00000263025	9606.ENSP00000398698	0	0	0	0	0.062	0	0	0.921	0.922
MAPK3	ROCK1	9606.ENSP00000263025	9606.ENSP00000382697	0	0	0	0.582	0.064	0.110	0.900	0.231	0.927
MAPK3	PRKCD	9606.ENSP00000263025	9606.ENSP00000331602	0	0	0	0.583	0.121	0.151	0.900	0.240	0.935
MAPK3	TSC1	9606.ENSP00000263025	9606.ENSP00000298552	0	0	0	0	0.068	0.113	0.900	0.363	0.940
MAPK3	SRC	9606.ENSP00000263025	9606.ENSP00000362680	0	0	0	0.610	0.086	0.511	0.500	0.778	0.944
MAPK3	PRKCA	9606.ENSP00000263025	9606.ENSP00000408695	0	0	0	0.589	0.062	0.102	0.900	0.542	0.956
MAPK3	PRKACA	9606.ENSP00000263025	9606.ENSP00000309591	0	0	0	0.610	0.095	0.098	0.900	0.561	0.959
MAPK3	RAF1	9606.ENSP00000263025	9606.ENSP00000401888	0	0	0	0.587	0.118	0.545	0.700	0.721	0.962
MAPK3	SMAD3	9606.ENSP00000263025	9606.ENSP00000332973	0	0	0	0	0.115	0	0.900	0.635	0.964
MAPK3	STAT1	9606.ENSP00000263025	9606.ENSP00000354394	0	0	0	0	0.062	0.091	0.900	0.636	0.964
MAPK3	NRAS	9606.ENSP00000263025	9606.ENSP00000358548	0	0	0	0	0.063	0.275	0.900	0.620	0.970
MAPK3	SP1	9606.ENSP00000263025	9606.ENSP00000329357	0	0	0	0	0.072	0.539	0.900	0.424	0.972
MAPK3	MYC	9606.ENSP00000263025	9606.ENSP00000478887	0	0	0	0	0	0.292	0.900	0.829	0.986
MAPK3	PTPN11	9606.ENSP00000263025	9606.ENSP00000489597	0	0	0	0	0.059	0.436	0.900	0.841	0.990
MAPK3	TP53	9606.ENSP00000263025	9606.ENSP00000269305	0	0	0	0	0.060	0.626	0.900	0.871	0.994
MAPK7	NFE2L2	9606.ENSP00000311005	9606.ENSP00000380252	0	0	0	0	0.053	0.328	0.900	0.265	0.947
MAPK8	NFKB1	9606.ENSP00000378974	9606.ENSP00000226574	0	0	0	0	0.067	0.072	0.900	0.869	0.987
MAPK8	PRKCQ	9606.ENSP00000378974	9606.ENSP00000263125	0	0	0	0.595	0	0.096	0.900	0.115	0.913
MAPK8	STAT3	9606.ENSP00000378974	9606.ENSP00000264657	0	0	0	0	0.044	0.625	0	0.745	0.900
MAPK8	TP53	9606.ENSP00000378974	9606.ENSP00000269305	0	0	0	0	0.086	0.845	0.900	0.861	0.997
MAPK8	PGR	9606.ENSP00000378974	9606.ENSP00000325120	0	0	0	0	0	0	0.900	0.248	0.921
MAPK8	SP1	9606.ENSP00000378974	9606.ENSP00000329357	0	0	0	0	0.060	0.517	0.900	0.272	0.962
MAPK8	PRKCD	9606.ENSP00000378974	9606.ENSP00000331602	0	0	0	0.593	0.042	0.096	0.900	0.167	0.918
MAPK8	SMAD3	9606.ENSP00000378974	9606.ENSP00000332973	0	0	0	0	0.074	0.387	0.900	0.652	0.977
MAPK8	SMAD4	9606.ENSP00000378974	9606.ENSP00000341551	0	0	0	0	0.103	0	0.900	0.799	0.980
MAPK8	NRAS	9606.ENSP00000378974	9606.ENSP00000358548	0	0	0	0	0.129	0.145	0.900	0.298	0.940
MAPK8	NCOA3	9606.ENSP00000378974	9606.ENSP00000361066	0	0	0	0	0.049	0.292	0.900	0.550	0.965
MAPK8	SRC	9606.ENSP00000378974	9606.ENSP00000362680	0	0	0	0.576	0.054	0.094	0.900	0.578	0.959
MAPK8	RELA	9606.ENSP00000378974	9606.ENSP00000384273	0	0	0	0	0.054	0.045	0.900	0.758	0.975
MAPK8	RHOA	9606.ENSP00000378974	9606.ENSP00000400175	0	0	0	0	0.092	0.769	0.900	0.530	0.988
MAPK8	MAPK9	9606.ENSP00000378974	9606.ENSP00000394560	0	0	0.050	0.981	0.082	0.994	0.900	0.550	0.999
MAPK9	NFKB1	9606.ENSP00000394560	9606.ENSP00000226574	0	0	0	0	0.049	0.072	0.900	0.436	0.943
MAPK9	PRKCQ	9606.ENSP00000394560	9606.ENSP00000263125	0	0	0	0.604	0	0.096	0.900	0.091	0.910
MAPK9	TP53	9606.ENSP00000394560	9606.ENSP00000269305	0	0	0	0	0.080	0.641	0.900	0.527	0.982
MAPK9	PGR	9606.ENSP00000394560	9606.ENSP00000325120	0	0	0	0	0	0	0.900	0.121	0.908
MAPK9	SP1	9606.ENSP00000394560	9606.ENSP00000329357	0	0	0	0	0.049	0.055	0.900	0.114	0.909
MAPK9	PRKCD	9606.ENSP00000394560	9606.ENSP00000331602	0	0	0	0.597	0.049	0.096	0.900	0.098	0.912
MAPK9	SMAD3	9606.ENSP00000394560	9606.ENSP00000332973	0	0	0	0	0.074	0	0.900	0.275	0.927
MAPK9	SMAD4	9606.ENSP00000394560	9606.ENSP00000341551	0	0	0	0	0.078	0	0.900	0.325	0.932
MAPK9	NRAS	9606.ENSP00000394560	9606.ENSP00000358548	0	0	0	0	0.103	0.145	0.900	0.220	0.932
MAPK9	NCOA3	9606.ENSP00000394560	9606.ENSP00000361066	0	0	0	0	0.042	0	0.900	0.487	0.946
MAPK9	SRC	9606.ENSP00000394560	9606.ENSP00000362680	0	0	0	0.567	0.054	0.094	0.900	0.536	0.954
MAPK9	RELA	9606.ENSP00000394560	9606.ENSP00000384273	0	0	0	0	0.042	0.045	0.900	0.564	0.954
MAPK9	RHOA	9606.ENSP00000394560	9606.ENSP00000400175	0	0	0	0	0.079	0.145	0.900	0.324	0.939
MCL1	TP53	9606.ENSP00000358022	9606.ENSP00000269305	0	0	0	0	0.055	0.311	0	0.884	0.918
MCM2	PCNA	9606.ENSP00000265056	9606.ENSP00000368458	0	0	0	0	0.874	0.326	0	0.348	0.939
MCM2	POLE	9606.ENSP00000265056	9606.ENSP00000322570	0	0	0	0	0.539	0.986	0.500	0.378	0.997
MDM2	PTEN	9606.ENSP00000258149	9606.ENSP00000361021	0	0	0	0	0.069	0.045	0.400	0.838	0.902
MDM2	XIAP	9606.ENSP00000258149	9606.ENSP00000360242	0	0	0	0	0.264	0.596	0	0.782	0.929
MDM2	NPM1	9606.ENSP00000258149	9606.ENSP00000296930	0	0	0	0	0.074	0.785	0	0.880	0.974
MDM2	RB1	9606.ENSP00000258149	9606.ENSP00000267163	0	0	0	0	0.042	0.889	0.900	0.925	0.999
MDM2	TP53	9606.ENSP00000258149	9606.ENSP00000269305	0	0	0	0	0.116	0.999	0.900	0.999	0.999
MET	PLCG1	9606.ENSP00000317272	9606.ENSP00000244007	0	0	0	0	0.063	0.152	0.900	0.610	0.964
MET	PIK3CA	9606.ENSP00000317272	9606.ENSP00000263967	0	0	0	0	0.042	0.069	0.900	0.617	0.961
MET	STAT3	9606.ENSP00000317272	9606.ENSP00000264657	0	0	0	0	0.063	0.332	0.500	0.948	0.981
MET	PIK3CD	9606.ENSP00000317272	9606.ENSP00000366563	0	0	0	0	0	0.069	0.900	0.232	0.922
MET	PIK3CB	9606.ENSP00000317272	9606.ENSP00000501150	0	0	0	0	0.042	0.069	0.900	0.265	0.925
MET	PTPN11	9606.ENSP00000317272	9606.ENSP00000489597	0	0	0	0	0.049	0.407	0.400	0.810	0.927
MET	PTK2	9606.ENSP00000317272	9606.ENSP00000341189	0	0	0	0.593	0.082	0.094	0.900	0.318	0.935
MET	PTPN1	9606.ENSP00000317272	9606.ENSP00000360683	0	0	0	0	0	0.692	0.400	0.771	0.954
MET	NRAS	9606.ENSP00000317272	9606.ENSP00000358548	0	0	0	0	0.080	0.274	0.900	0.556	0.966
MET	SRC	9606.ENSP00000317272	9606.ENSP00000362680	0	0	0	0.678	0.067	0.682	0.900	0.800	0.993
MLH1	TP53	9606.ENSP00000231790	9606.ENSP00000269305	0	0	0	0	0	0	0.750	0.867	0.965
MLH1	MSH2	9606.ENSP00000231790	9606.ENSP00000233146	0.061	0	0.286	0	0.384	0.923	0.540	0.999	0.999
MLH1	PMS2	9606.ENSP00000231790	9606.ENSP00000265849	0	0	0.109	0.619	0.121	0.997	0.900	0.992	0.999
MLH1	MSH6	9606.ENSP00000231790	9606.ENSP00000234420	0.061	0	0.247	0	0.360	0.864	0.540	0.999	0.999
MMP1	MMP2	9606.ENSP00000322788	9606.ENSP00000219070	0	0	0	0.864	0.181	0	0.900	0.215	0.930
MMP1	MMP3	9606.ENSP00000322788	9606.ENSP00000299855	0	0	0.064	0.951	0.657	0	0.900	0.597	0.985
MMP1	MMP9	9606.ENSP00000322788	9606.ENSP00000361405	0	0	0	0.743	0.154	0	0.900	0.725	0.974
MMP13	RUNX2	9606.ENSP00000260302	9606.ENSP00000360493	0	0	0	0	0.111	0	0.750	0.775	0.945
MMP14	MMP2	9606.ENSP00000308208	9606.ENSP00000219070	0	0	0.084	0.758	0.381	0	0.900	0.961	0.997
MMP2	STAT3	9606.ENSP00000219070	9606.ENSP00000264657	0	0	0	0	0.074	0.226	0.500	0.793	0.916
MMP2	MMP9	9606.ENSP00000219070	9606.ENSP00000361405	0	0	0.061	0.927	0.128	0	0.900	0.116	0.918
MMP2	MMP7	9606.ENSP00000219070	9606.ENSP00000260227	0	0	0	0.878	0.128	0	0.800	0.798	0.961
MMP2	TGFB1	9606.ENSP00000219070	9606.ENSP00000221930	0	0	0	0	0.070	0.600	0.400	0.850	0.962
MMP2	SRC	9606.ENSP00000219070	9606.ENSP00000362680	0	0	0	0	0.042	0	0.900	0.740	0.972
MMP3	MMP9	9606.ENSP00000299855	9606.ENSP00000361405	0	0	0.075	0.784	0.145	0	0.900	0.514	0.956
MMP9	TGFB1	9606.ENSP00000361405	9606.ENSP00000221930	0	0	0	0	0.082	0.599	0.400	0.872	0.968
MMP9	MPO	9606.ENSP00000361405	9606.ENSP00000225275	0	0	0	0	0.085	0	0	0.967	0.969
MMP9	TNF	9606.ENSP00000361405	9606.ENSP00000398698	0	0	0	0	0.207	0	0	0.915	0.930
MMP9	SRC	9606.ENSP00000361405	9606.ENSP00000362680	0	0	0	0	0.075	0	0.900	0.706	0.970
MPO	RUNX1	9606.ENSP00000225275	9606.ENSP00000300305	0	0	0	0	0.061	0	0.900	0.486	0.947
